transaction_id,posting_date_raw,invoice_date_raw,fiscal_period,entity_code,account_code_raw,cost_center_raw,vendor_name_raw,invoice_number,po_number,currency_code,amount_raw,tax_code,narrative,source_system,posting_date,invoice_date,amount,amount_is_negative,narrative_lower,processing_timestamp,source_file
TXN000106,2025-05-24,2025-05-19,2025-05,AUS01,5610,,Amazon,INV10860,PO4635,USD,44704.2,INPUT,Payment for goods,Workday,2025-05-24,2025-05-19,44704.2,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000107,02/01/2026,01/23/2026,2026-02,AUS01,5510,,Zoom,INV30461,,AUD,1794.36,INPUT,Payment for subscription,API Import,2026-01-02,2026-01-23,1794.36,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000108,08/09/2025,03/09/2025,2025-09,AUS01,5900,,EY Australia,INV20118,PO8905,AUD,25714.87,GST-FREE,Payment for goods,Manual Entry,2025-09-08,2025-09-03,25714.87,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000109,2026-02-27,2026-02-17,2026-02,AUS01,5620,,EY Australia,INV20286,PO6478,AUD,32912.44,EXPORT,Payment for subscription,Manual Entry,2026-02-27,2026-02-17,32912.44,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000110,2026-02-14,2026-02-10,2026-02,AUS01,5800,,AWS,INV51853,PO3450,GBP,2530.34,GST,Payment for subscription,API Import,2026-02-14,2026-02-10,2530.34,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000111,23/02/2026,20/02/2026,2026-02,AUS01,5010,,DHL Express,INV39109,PO7460,GBP,33902.53,GST,Payment for goods,Oracle,2026-02-23,2026-02-20,33902.53,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000112,2025-07-11,2025-07-03,2025-07,AUS01,5600,,MSFT,INV75774,PO3136,GBP,11888.85,EXPORT,Payment for goods,Manual Entry,2025-07-11,2025-07-03,11888.85,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000113,18/02/2026,10/02/2026,2026-02,AUS01,5400,,SAP,INV66369,PO2467,USD,10979.95,INPUT,Payment for services,Manual Entry,2026-02-18,2026-02-10,10979.95,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000114,09/14/2025,09/08/2025,2025-09,AUS01,5200,,McKinsey,INV49953,,NZD,26765.08,GST,Payment for subscription,API Import,2025-09-14,2025-08-09,26765.08,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000115,27-01-2026,17-01-2026,2026-01,AUS01,5110,,Optus Pty,INV36173,PO3555,AUD,41597.17,GST-FREE,Payment for services,SAP,2026-01-27,2026-01-17,41597.17,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000116,2026-02-24,2026-02-20,2026-02,AUS01,5610,,Zoom,INV49992,PO1372,NZD,716.62,GST,Payment for subscription,Oracle,2026-02-24,2026-02-20,716.62,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000117,24/02/2026,20/02/2026,2026-02,AUS01,5520,,Deloitte Touche,INV97590,,GBP,28074.59,GST-FREE,Payment for license,API Import,2026-02-24,2026-02-20,28074.59,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000118,02/02/2026,01/30/2026,2026-02,AUS01,5010,,KPMG Australia,INV16957,PO1136,USD,35534.56,INPUT,Payment for services,Manual Entry,2026-02-02,2026-01-30,35534.56,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000119,02/22/2026,02/16/2026,2026-02,AUS01,5920,,GCP,INV40299,PO9331,AUD,13233.05,EXPORT,Payment for services,Workday,2026-02-22,2026-02-16,13233.05,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000120,2026-01-16,2026-01-13,2026-01,AUS01,5200,,Robert Half International,INV15210,,GBP,25274.87,GST,Payment for license,Workday,2026-01-16,2026-01-13,25274.87,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000121,11-10-2025,04-10-2025,2025-10,AUS01,5800,,Adobe,INV56580,PO4869,AUD,15670.42,INPUT,Payment for license,Workday,2025-10-11,2025-10-04,15670.42,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000122,2026-02-26,2026-02-21,2026-02,AUS01,5400,,Amazon,INV61491,PO2438,NZD,10228.66,INPUT,Payment for consulting,API Import,2026-02-26,2026-02-21,10228.66,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000123,22/01/2026,15/01/2026,2026-01,AUS01,5210,,Zoom,INV68873,PO4387,GBP,43677.12,INPUT,Payment for goods,API Import,2026-01-22,2026-01-15,43677.12,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000124,18/03/2025,15/03/2025,2025-03,AUS01,5300,,Slack,INV96013,PO3589,GBP,44806.29,GST-FREE,Payment for subscription,SAP,2025-03-18,2025-03-15,44806.29,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000125,2025-03-18,2025-03-15,2025-03,AUS01,5310,,Zoom,INV63903,PO5485,AUD,34468.03,EXPORT,Payment for goods,Oracle,2025-03-18,2025-03-15,34468.03,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000126,04/02/2026,01/02/2026,2026-02,AUS01,5000,,PWC,INV13418,PO8808,USD,26876.6,GST-FREE,Payment for goods,API Import,2026-02-04,2026-02-01,26876.6,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000127,28-02-2026,22-02-2026,2026-02,AUS01,5120,,Federal Express,INV35330,,GBP,21375.73,GST-FREE,Payment for consulting,SAP,2026-02-28,2026-02-22,21375.73,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000128,09-01-2025,05-01-2025,2025-01,AUS01,5800,,SAP,INV90879,PO6323,USD,3069.52,EXPORT,Payment for consulting,Oracle,2025-01-09,2025-01-05,3069.52,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000129,14-02-2026,13-02-2026,2026-02,AUS01,5610,,Federal Express,INV78242,,NZD,17797.37,GST,Payment for consulting,SAP,2026-02-14,2026-02-13,17797.37,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000130,08-02-2026,07-02-2026,2026-02,AUS01,5520,,Federal Express,INV62171,PO5684,AUD,8624.28,EXPORT,Payment for consulting,Oracle,2026-02-08,2026-02-07,8624.28,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000131,02/14/2026,02/04/2026,2026-02,AUS01,5010,,Zoom,INV21854,PO2854,GBP,37362.22,EXPORT,Payment for goods,API Import,2026-02-14,2026-04-02,37362.22,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000132,23/02/2026,16/02/2026,2026-02,AUS01,5410,,McKinsey,INV87373,PO4308,GBP,1218.55,EXPORT,Payment for consulting,SAP,2026-02-23,2026-02-16,1218.55,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000133,02/09/2026,02/06/2026,2026-02,AUS01,5710,,Atlassian Pty,INV93109,PO9582,AUD,5226.01,EXPORT,Payment for consulting,API Import,2026-09-02,2026-06-02,5226.01,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000134,20/01/2026,13/01/2026,2026-01,AUS01,5520,,Federal Express,INV84120,PO3459,AUD,34594.89,INPUT,Payment for goods,Oracle,2026-01-20,2026-01-13,34594.89,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000135,2026-01-06,2025-12-30,2026-01,AUS01,5300,,EY Australia,INV25408,PO4323,GBP,13066.25,GST-FREE,Payment for services,API Import,2026-01-06,2025-12-30,13066.25,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000136,02/25/2026,02/24/2026,2026-02,AUS01,5420,,Hays,INV89689,PO4897,GBP,24503.2,GST,Payment for goods,API Import,2026-02-25,2026-02-24,24503.2,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000137,22-12-2025,14-12-2025,2025-12,AUS01,5410,,Optus Pty,INV42075,PO5556,AUD,27094.62,GST,Payment for license,API Import,2025-12-22,2025-12-14,27094.62,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000138,27/01/2026,26/01/2026,2026-01,AUS01,5120,,Zoom,INV29054,PO5889,AUD,29432.13,GST,Payment for subscription,SAP,2026-01-27,2026-01-26,29432.13,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000139,2025-08-02,2025-07-26,2025-08,AUS01,5120,,Adobe,INV69682,PO6901,NZD,27537.93,GST-FREE,Payment for services,SAP,2025-08-02,2025-07-26,27537.93,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000140,02/25/2026,02/19/2026,2026-02,AUS01,5320,,Federal Express,INV48382,PO2999,AUD,34154.05,GST,Payment for subscription,Workday,2026-02-25,2026-02-19,34154.05,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000141,17-01-2026,08-01-2026,2026-01,AUS01,5200,,Workday,INV73394,PO5705,AUD,5007.67,GST,Payment for consulting,API Import,2026-01-17,2026-01-08,5007.67,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000142,02/28/2026,02/23/2026,2026-02,AUS01,5510,,WeWork Australia,INV78118,PO9154,USD,27681.62,EXPORT,Payment for consulting,Oracle,2026-02-28,2026-02-23,27681.62,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000143,20/10/2025,15/10/2025,2025-10,AUS01,5200,,AWS,INV37175,PO7793,AUD,1177.01,GST,Payment for consulting,SAP,2025-10-20,2025-10-15,1177.01,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000144,02/11/2026,02/02/2026,2026-02,AUS01,5900,,Workday,INV43347,PO6042,AUD,28863.76,INPUT,Payment for subscription,API Import,2026-11-02,2026-02-02,28863.76,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000145,01/18/2026,01/17/2026,2026-01,AUS01,5100,,BCG,INV33020,,NZD,17882.61,GST,Payment for subscription,Manual Entry,2026-01-18,2026-01-17,17882.61,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000146,2026-02-16,2026-02-13,2026-02,AUS01,5500,,Zoom,INV70616,PO7782,GBP,40153.42,INPUT,Payment for services,API Import,2026-02-16,2026-02-13,40153.42,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000147,01/10/2025,01/01/2025,2025-01,AUS01,5520,,Amazon,INV56346,,USD,26025.15,INPUT,Payment for goods,Workday,2025-10-01,2025-01-01,26025.15,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000148,2026-02-27,2026-02-21,2026-02,AUS01,5400,,Adobe,INV50407,PO6152,GBP,8513.31,GST,Payment for services,Workday,2026-02-27,2026-02-21,8513.31,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000149,2026-01-14,2026-01-06,2026-01,AUS01,5210,,Regus Australia,INV38329,PO3867,GBP,37342.64,INPUT,Payment for services,Workday,2026-01-14,2026-01-06,37342.64,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000150,2026-02-26,2026-02-22,2026-02,AUS01,5020,,Optus Pty,INV34931,PO8921,AUD,35976.24,GST-FREE,Payment for license,Workday,2026-02-26,2026-02-22,35976.24,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000151,02/25/2026,02/22/2026,2026-02,AUS01,5810,,GCP,INV70210,PO9558,USD,9312.9,GST,Payment for services,SAP,2026-02-25,2026-02-22,9312.9,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000152,2026-01-10,2025-12-31,2026-01,AUS01,5920,,Google,INV23513,PO6119,NZD,21062.73,GST,Payment for services,API Import,2026-01-10,2025-12-31,21062.73,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000153,01/25/2026,01/21/2026,2026-01,AUS01,5310,,SAP,INV67817,PO5467,USD,12966.88,INPUT,Payment for goods,Oracle,2026-01-25,2026-01-21,12966.88,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000154,2026-01-09,2026-01-08,2026-01,AUS01,5610,,Robert Half International,INV82006,PO3319,AUD,9375.32,INPUT,Payment for subscription,API Import,2026-01-09,2026-01-08,9375.32,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000155,08/01/2026,06/01/2026,2026-01,AUS01,5300,,BCG,INV71700,PO1826,GBP,2377.61,GST,Payment for services,Manual Entry,2026-01-08,2026-01-06,2377.61,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000156,2025-10-02,2025-09-25,2025-10,AUS01,5400,,Oracle,INV53559,PO9740,GBP,27772.56,INPUT,Payment for services,Manual Entry,2025-10-02,2025-09-25,27772.56,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000157,19/06/2025,17/06/2025,2025-06,AUS01,5910,,LinkedIn Corp,INV71675,,AUD,20555.73,EXPORT,Payment for goods,Oracle,2025-06-19,2025-06-17,20555.73,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000158,02/28/2026,02/22/2026,2026-02,AUS01,5400,,Oracle,INV69412,PO2070,NZD,35516.16,INPUT,Payment for consulting,SAP,2026-02-28,2026-02-22,35516.16,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000159,12-02-2026,04-02-2026,2026-02,AUS01,5920,,Adobe,INV76577,,NZD,34580.57,GST-FREE,Payment for services,Workday,2026-02-12,2026-02-04,34580.57,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000160,2025-06-18,2025-06-13,2025-06,AUS01,5520,,LinkedIn Corp,INV91379,,GBP,26615.06,GST-FREE,Payment for goods,Manual Entry,2025-06-18,2025-06-13,26615.06,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000161,2025-02-13,2025-02-07,2025-02,AUS01,5200,,Telstra Corp,INV81372,PO3835,GBP,25567.78,INPUT,Payment for services,API Import,2025-02-13,2025-02-07,25567.78,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000162,27-06-2025,25-06-2025,2025-06,AUS01,5600,,LinkedIn Corp,INV33091,PO7648,NZD,25023.44,EXPORT,Payment for services,API Import,2025-06-27,2025-06-25,25023.44,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000163,04-02-2026,29-01-2026,2026-02,AUS01,5500,,MSFT,INV86122,PO1003,AUD,9870.77,GST-FREE,Payment for goods,Oracle,2026-02-04,2026-01-29,9870.77,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000164,01/15/2026,01/08/2026,2026-01,AUS01,5610,,Optus Pty,INV49286,PO5989,USD,9334.21,INPUT,Payment for consulting,Workday,2026-01-15,2026-08-01,9334.21,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000165,2026-01-03,2025-12-24,2026-01,AUS01,5510,,DHL Express,INV58394,PO1870,USD,38377.48,GST,Payment for services,API Import,2026-01-03,2025-12-24,38377.48,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000166,02/27/2026,02/25/2026,2026-02,AUS01,5920,,KPMG Australia,INV91948,PO7271,AUD,10662.33,EXPORT,Payment for consulting,Manual Entry,2026-02-27,2026-02-25,10662.33,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000167,14/01/2026,11/01/2026,2026-01,AUS01,5500,,Slack,INV64687,,USD,25038.43,INPUT,Payment for goods,Oracle,2026-01-14,2026-01-11,25038.43,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000168,2025-01-01,2024-12-31,2025-01,AUS01,5110,,Hays,INV21097,,GBP,43876.38,GST-FREE,Payment for consulting,Manual Entry,2025-01-01,2024-12-31,43876.38,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000169,26-02-2026,16-02-2026,2026-02,AUS01,5120,,LinkedIn Corp,INV60425,PO4044,GBP,24887.05,EXPORT,Payment for consulting,API Import,2026-02-26,2026-02-16,24887.05,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000170,01-11-2025,28-10-2025,2025-11,AUS01,5710,,Robert Half International,INV14385,PO8917,NZD,18546.62,INPUT,Payment for subscription,SAP,2025-11-01,2025-10-28,18546.62,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000171,19-09-2025,17-09-2025,2025-09,AUS01,5110,,PWC,INV42142,PO2279,GBP,23311.03,GST,Payment for license,API Import,2025-09-19,2025-09-17,23311.03,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000172,2025-05-10,2025-05-04,2025-05,AUS01,5520,,AWS,INV85230,PO7897,GBP,20486.16,EXPORT,Payment for subscription,Workday,2025-05-10,2025-05-04,20486.16,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000173,10/01/2026,09/01/2026,2026-01,AUS01,5710,,EY Australia,INV85778,,NZD,2857.66,EXPORT,Payment for services,Workday,2026-01-10,2026-01-09,2857.66,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000174,2026-01-26,2026-01-21,2026-01,AUS01,5500,,Google,INV43036,,USD,22801.27,INPUT,Payment for subscription,Workday,2026-01-26,2026-01-21,22801.27,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000175,02/28/2026,02/27/2026,2026-02,AUS01,5800,,Atlassian Pty,INV96396,PO3873,USD,40964.9,GST-FREE,Payment for subscription,Oracle,2026-02-28,2026-02-27,40964.9,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000176,16/01/2026,07/01/2026,2026-01,AUS01,5920,,Microsoft,INV88059,PO3525,NZD,44284.82,GST-FREE,Payment for consulting,Manual Entry,2026-01-16,2026-01-07,44284.82,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000177,25-01-2026,21-01-2026,2026-01,AUS01,5700,,Optus Pty,INV17120,PO2900,USD,9567.47,INPUT,Payment for services,Oracle,2026-01-25,2026-01-21,9567.47,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000178,15-01-2026,07-01-2026,2026-01,AUS01,5300,,Seek Limited,INV72205,,USD,17153.06,EXPORT,Payment for license,Manual Entry,2026-01-15,2026-01-07,17153.06,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000179,01/01/2026,12/24/2025,2026-01,AUS01,5400,,McKinsey,INV66595,PO5466,AUD,4471.66,INPUT,Payment for subscription,Workday,2026-01-01,2025-12-24,4471.66,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000180,2026-01-09,2026-01-04,2026-01,AUS01,5620,,DHL Express,INV98065,PO4193,GBP,34814.48,GST-FREE,Payment for license,Workday,2026-01-09,2026-01-04,34814.48,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000181,22/04/2025,16/04/2025,2025-04,AUS01,5520,,AWS,INV63903,,AUD,37442.86,GST,Payment for services,Manual Entry,2025-04-22,2025-04-16,37442.86,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000182,12/01/2026,07/01/2026,2026-01,AUS01,5220,,SAP,INV17455,PO4552,AUD,1164.15,GST,Payment for license,SAP,2026-01-12,2026-01-07,1164.15,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000183,2026-02-23,2026-02-21,2026-02,AUS01,5920,,Slack,INV24528,PO5150,GBP,29572.12,GST-FREE,Payment for subscription,Manual Entry,2026-02-23,2026-02-21,29572.12,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000184,2026-02-22,2026-02-14,2026-02,AUS01,5220,,Telstra Corp,INV46344,PO7271,NZD,11654.41,GST,Payment for consulting,Workday,2026-02-22,2026-02-14,11654.41,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000185,01/02/2026,12/28/2025,2026-01,AUS01,5120,,Optus Pty,INV89993,PO9061,AUD,22178.31,GST-FREE,Payment for services,Oracle,2026-02-01,2025-12-28,22178.31,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000186,18-02-2026,14-02-2026,2026-02,AUS01,5610,,GCP,INV14569,,GBP,32221.47,GST,Payment for license,Workday,2026-02-18,2026-02-14,32221.47,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000187,25-02-2026,24-02-2026,2026-02,AUS01,5500,,Zoom,INV44922,,AUD,41986.93,EXPORT,Payment for subscription,Manual Entry,2026-02-25,2026-02-24,41986.93,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000188,2026-01-19,2026-01-10,2026-01,AUS01,5710,,Hays,INV80795,,GBP,19678.99,GST,Payment for consulting,Manual Entry,2026-01-19,2026-01-10,19678.99,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000189,01/04/2026,12/29/2025,2026-01,AUS01,5700,,EY Australia,INV57887,PO6571,GBP,2578.24,GST,Payment for services,Manual Entry,2026-04-01,2025-12-29,2578.24,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000190,01/25/2026,01/21/2026,2026-01,AUS01,5120,,Microsoft,INV61131,PO6886,GBP,29766.96,INPUT,Payment for consulting,SAP,2026-01-25,2026-01-21,29766.96,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000191,21-06-2025,17-06-2025,2025-06,AUS01,5110,,Microsoft,INV74124,PO9856,USD,1238.87,GST-FREE,Payment for subscription,Manual Entry,2025-06-21,2025-06-17,1238.87,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000192,18-02-2026,17-02-2026,2026-02,AUS01,5010,,BCG,INV63150,,AUD,15263.57,GST,Payment for license,Manual Entry,2026-02-18,2026-02-17,15263.57,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000193,22/01/2026,12/01/2026,2026-01,AUS01,5210,,Salesforce,INV95699,,AUD,33122.14,EXPORT,Payment for license,SAP,2026-01-22,2026-01-12,33122.14,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000194,08/01/2026,07/01/2026,2026-01,AUS01,5120,,MSFT,INV69793,PO2047,NZD,36951.19,GST,Payment for services,SAP,2026-01-08,2026-01-07,36951.19,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000195,16/02/2026,14/02/2026,2026-02,AUS01,5900,,SAP,INV52498,,GBP,15246.71,EXPORT,Payment for license,API Import,2026-02-16,2026-02-14,15246.71,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN000196,02/05/2026,02/01/2026,2026-02,AUS01,5810,,Microsoft,INV45899,,USD,15164.12,GST,Payment for consulting,Oracle,2026-05-02,2026-01-02,15164.12,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
